Gene	Pt9_On	Pt9_Pre	Pt84_On	Pt84_Pre	Pt5_On	Pt5_Pre	Pt10_On	Pt10_Pre	Pt8_On	Pt8_Pre	Pt77_On	Pt77_Pre	Pt66_Pre	Pt28_On	Pt28_Pre	Pt30_On	Pt30_Pre	Pt29_Pre	Pt13_On	Pt27_On	Pt27_Pre	Pt4_On	Pt4_Pre	Pt59_Pre	Pt72_Pre	Pt11_On	Pt11_Pre	Pt89_On	Pt89_Pre	Pt31_On	Pt31_Pre	Pt87_On	Pt94_On	Pt94_Pre	Pt18_On	Pt18_Pre	Pt44_On	Pt44_Pre	Pt3_On	Pt3_Pre
EXOSC9	-0.0901594243502565	0.355313257171905	-1.37905668383895	-1.59107509465591	-0.777272691100283	-0.503745548020654	-0.968541276007165	-1.24359345716008	-0.144133966926052	-0.664080724367838	0.0894215142171492	0.215808102485022	-1.1406565114353	-0.358967136773446	-0.554204689538503	-0.251578760728377	-1.04898340137093	0.610985302530607	-0.455213456411517	0.435586797232134	0.847212137720247	0.0281997858420714	1.52096394356247	1.00439602087559	-0.0288907508884753	0.520892280066003	0.287866764911113	1.84152277701794	1.21563021229918	2.3579153313851	-0.198509713182509	0.720170393042031	-0.89963998184732	-0.837187337570291	-0.608513948236098	2.97316702382203	-0.721052360017838	0.150183528263498	-0.304960439113595	-0.405217818902727
PNMT	0.287866764911113	0.355313257171905	-0.455213456411517	-0.251578760728377	-0.358967136773446	-0.777272691100283	0.720170393042031	2.97316702382203	0.847212137720247	1.52096394356247	-0.968541276007165	-0.89963998184732	-1.1406565114353	0.610985302530607	2.3579153313851	-0.144133966926052	1.21563021229918	-0.0901594243502565	-0.304960439113595	-1.24359345716008	-0.837187337570291	-0.664080724367838	-0.0288907508884753	-0.503745548020654	-0.721052360017838	-0.198509713182509	0.150183528263498	-1.04898340137093	-1.37905668383895	0.215808102485022	0.0894215142171492	-0.554204689538503	0.520892280066003	1.00439602087559	-0.608513948236098	-0.405217818902727	-1.59107509465591	0.435586797232134	0.0281997858420714	1.84152277701794
POLE2	-0.554204689538503	-0.198509713182509	-0.0901594243502565	-0.608513948236098	-1.24359345716008	-1.37905668383895	-0.721052360017838	-1.04898340137093	-0.89963998184732	0.355313257171905	1.00439602087559	0.720170393042031	-0.0288907508884753	-0.251578760728377	-0.664080724367838	0.520892280066003	-1.59107509465591	-0.304960439113595	0.0281997858420714	0.435586797232134	0.287866764911113	0.0894215142171492	-0.968541276007165	0.847212137720247	0.150183528263498	-0.503745548020654	-0.144133966926052	1.84152277701794	1.52096394356247	-0.837187337570291	-0.358967136773446	0.215808102485022	-1.1406565114353	-0.405217818902727	1.21563021229918	0.610985302530607	2.97316702382203	2.3579153313851	-0.455213456411517	-0.777272691100283
POLR2A	-0.589056011654207	0.647533800684299	-0.589056011654207	-0.589056011654207	-0.589056011654207	-0.589056011654207	1.08395097360958	-0.589056011654207	0.363912470536335	-0.589056011654207	0.547592084989053	-0.589056011654207	-0.589056011654207	-0.589056011654207	-0.589056011654207	-0.589056011654207	-0.589056011654207	-0.589056011654207	0.768654670819826	-0.589056011654207	-0.589056011654207	-0.589056011654207	-0.589056011654207	0.289092934352854	-0.589056011654207	3.26794199159126	2.01258986233298	0.909584229854729	2.58543286885972	-0.589056011654207	-0.589056011654207	1.31827663975832	0.452961268091133	-0.589056011654207	-0.589056011654207	-0.589056011654207	-0.589056011654207	-0.589056011654207	1.65698851918354	-0.589056011654207
POLR2B	1.87696522001778	1.54747612211416	-0.045555084206614	-0.384826878567061	-1.0113827936746	0.85495465164052	-0.108530606456506	0.205960693995411	-1.0113827936746	0.612146908711559	-0.432366031888572	0.724373723955858	-0.3293156393325	-1.0113827936746	-1.0113827936746	-0.21989936376107	-0.483754469150826	-1.0113827936746	-0.533638588428706	2.40774365799903	3.04013529400392	-0.641325671338522	-1.0113827936746	-1.0113827936746	1.01651743032787	-1.0113827936746	-0.585503442192023	0.349352242670585	0.519544036473451	-0.274446831425603	0.076053174347279	0.280026797315608	-1.0113827936746	0.0131259050003013	0.138507922448052	0.431862077183224	-1.0113827936746	1.23363627378108	-1.0113827936746	-0.16400879481699
POLR2F	2.97316702382203	2.3579153313851	0.0281997858420714	0.847212137720247	0.0894215142171492	1.52096394356247	1.21563021229918	1.84152277701794	0.355313257171905	0.215808102485022	0.287866764911113	-0.837187337570291	0.610985302530607	-0.554204689538503	-0.664080724367838	-1.04898340137093	1.00439602087559	0.435586797232134	0.520892280066003	-0.455213456411517	-0.608513948236098	-0.721052360017838	-0.198509713182509	-0.0288907508884753	-0.358967136773446	-1.37905668383895	-1.1406565114353	-0.304960439113595	-0.251578760728377	-1.24359345716008	-0.777272691100283	-0.89963998184732	-0.144133966926052	0.150183528263498	-0.503745548020654	-0.405217818902727	-0.0901594243502565	0.720170393042031	-1.59107509465591	-0.968541276007165
POLRMT	-1.37905668383895	-1.59107509465591	2.97316702382203	2.3579153313851	0.435586797232134	1.21563021229918	-0.89963998184732	-0.405217818902727	1.84152277701794	0.720170393042031	-0.304960439113595	1.00439602087559	-0.777272691100283	-0.0901594243502565	0.355313257171905	0.847212137720247	-0.968541276007165	-0.198509713182509	-0.837187337570291	-0.664080724367838	-0.358967136773446	-1.04898340137093	0.215808102485022	-0.0288907508884753	-0.251578760728377	-0.608513948236098	-1.24359345716008	0.287866764911113	-0.554204689538503	-0.503745548020654	-0.144133966926052	0.0894215142171492	-0.455213456411517	0.0281997858420714	-0.721052360017838	0.610985302530607	0.150183528263498	-1.1406565114353	1.52096394356247	0.520892280066003
POU2F2	-0.837187337570291	-1.1406565114353	2.97316702382203	2.3579153313851	-0.0901594243502565	-0.144133966926052	0.0894215142171492	0.847212137720247	0.355313257171905	-0.358967136773446	0.0281997858420714	0.287866764911113	-0.198509713182509	0.150183528263498	-0.405217818902727	-0.0288907508884753	1.84152277701794	-0.251578760728377	-1.59107509465591	-0.608513948236098	-0.777272691100283	-0.554204689538503	1.52096394356247	-0.664080724367838	-0.304960439113595	-1.37905668383895	-1.24359345716008	0.520892280066003	1.21563021229918	-0.89963998184732	1.00439602087559	-0.503745548020654	0.435586797232134	0.215808102485022	-0.455213456411517	0.610985302530607	0.720170393042031	-1.04898340137093	-0.968541276007165	-0.721052360017838
PPARA	0.287866764911113	-0.0901594243502565	0.435586797232134	0.847212137720247	2.3579153313851	2.97316702382203	0.610985302530607	1.52096394356247	-0.968541276007165	0.520892280066003	1.21563021229918	-0.251578760728377	-1.04898340137093	0.720170393042031	0.215808102485022	0.0894215142171492	-1.37905668383895	-0.405217818902727	-1.24359345716008	-1.1406565114353	-0.777272691100283	-0.144133966926052	0.150183528263498	-0.608513948236098	-1.59107509465591	0.0281997858420714	-0.0288907508884753	-0.304960439113595	1.00439602087559	-0.837187337570291	-0.664080724367838	-0.554204689538503	-0.721052360017838	-0.198509713182509	0.355313257171905	-0.89963998184732	1.84152277701794	-0.455213456411517	-0.503745548020654	-0.358967136773446
PPARG	0.287866764911113	0.610985302530607	0.0281997858420714	-0.304960439113595	-0.608513948236098	-0.554204689538503	-0.721052360017838	-0.837187337570291	-1.1406565114353	0.0894215142171492	0.720170393042031	-0.144133966926052	-1.37905668383895	0.435586797232134	-0.358967136773446	0.355313257171905	-1.24359345716008	-0.0901594243502565	-0.198509713182509	-0.777272691100283	-0.968541276007165	-0.0288907508884753	-0.89963998184732	-0.664080724367838	-1.59107509465591	1.21563021229918	1.52096394356247	0.215808102485022	1.84152277701794	0.520892280066003	1.00439602087559	-0.405217818902727	2.3579153313851	-0.251578760728377	0.150183528263498	-0.503745548020654	2.97316702382203	0.847212137720247	-0.455213456411517	-1.04898340137093
PPEF2	-0.540271878539304	-0.949860043913619	0.519807507075102	0.431551362949589	-0.949860043913619	0.725978520656069	-0.949860043913619	-0.949860043913619	-0.949860043913619	0.0734124474414584	0.278721790574515	-0.0489921621346112	-0.949860043913619	-0.224478134259003	-0.438336139211436	-0.949860043913619	-0.949860043913619	1.23857597352926	-0.949860043913619	-0.949860043913619	-0.949860043913619	0.0100730992121485	-0.334610921718114	0.204170665778071	0.348501213232743	3.05690484279708	2.42037199359058	1.02003532850621	1.88611775588436	0.136276180121743	-0.490061093376643	-0.16822156622705	-0.949860043913619	-0.112380079250708	0.85741455683809	0.61301678872027	-0.279382805719959	-0.949860043913619	1.55447100040853	-0.390485676002002
CTSA	-0.204857765958358	0.146775983782628	0.0855015674723812	0.0237635600912253	-1.25875463578078	-1.25875463578078	-0.563552295801881	-0.413309028204895	-0.51266763549974	1.00819199691546	0.84968259190504	-0.366668316966114	-1.25875463578078	0.434586040667015	-0.0955937659174989	0.353635558864424	-0.674354908360384	-1.25875463578078	-0.150023472434825	2.37312545111031	1.85237819063159	0.520610899301918	-0.788501415868329	-0.258374341462807	-0.911900622324383	0.61146367058981	0.721569512140186	1.22120751306301	1.52911610458397	-0.463726275797659	0.212953965933864	-0.981382956788225	-0.848921318804466	-0.618319541081127	0.285620294553053	-0.312206184202919	2.99356552258666	-0.0338084175646597	-1.25875463578078	-0.731806982250346
PPIB	-0.0618586369022149	-0.714061293564094	-0.714061293564094	-0.714061293564094	0.878914474143924	-0.714061293564094	0.742495043358287	-0.714061293564094	0.528507060045529	-0.714061293564094	0.278280583571368	-0.714061293564094	0.0651869409237978	-0.714061293564094	-0.714061293564094	0.350705691601885	-0.714061293564094	-0.714061293564094	-0.714061293564094	-0.714061293564094	-0.714061293564094	-0.714061293564094	1.04770100901906	-0.714061293564094	-0.714061293564094	1.60239979840957	0.625250369683707	0.130434150733355	-0.714061293564094	2.50113140990632	1.94662093378571	0.200902854414385	-0.714061293564094	-0.714061293564094	0.436904686034006	3.16179838897479	-0.714061293564094	1.27452761809515	-0.714061293564094	-0.000553917388526072
