AICDA_exp	APOBEC3A_exp	APOBEC3B_exp	UNG_exp	SMUG1_exp	Intratumor.Heterogeneity	Proliferation	Aneuploidy.Score	Homologous.Recombination.Defects	B.Cells.Memory	B.Cells.Naive	Dendritic.Cells.Activated	Dendritic.Cells.Resting	Eosinophils	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.Cells.Activated	Mast.Cells.Resting	Monocytes	Neutrophils	NK.Cells.Activated	NK.Cells.Resting	Plasma.Cells	T.Cells.CD4.Memory.Activated	T.Cells.CD4.Memory.Resting	T.Cells.CD4.Naive	T.Cells.CD8	T.Cells.Follicular.Helper	T.Cells.gamma.delta	T.Cells.Regulatory.Tregs	Lymphocytes	AICDA_signature_weight	AICDA_mutations_log.x	Lymphocyte.Infiltration.Signature.Score	EBV	HBV	HCV	HPV	AICDA_mutations	polyoma_BK_virus	polyoma_JC_virus	polyoma_KI_virus	polyoma_Merkel_cell	polyoma_WU_virus	AICDA_exp_log	AICDA_mutations_log.y	BCR.Evenness	BCR.Shannon	BCR.Richness	TCR.Shannon
KIRP	0.366416004545135	0.055515521909047	0.0309219000924259	0.72022609537733	0.629408858494267	0.758443033289798	0.430947811541992	0.0765690246006177	0.664152701416229	0.157176934329764	0.522336766339108	0.970067469749796	0.678096018484844	0.262923785846546	0.925691231749304	0.319816938475428	0.499262198320271	0.751905982853304	0.292087846110937	0.967121094200543	0.84507893616724	0.997877052475624	0.353510448139194	0.933268554220068	0.119742739030671	0.160875744347887	0.912716884508901	0.352923574528034	0.257655725218195	0.545275033245828	0.936512861946519	0.158973475306309	0.00382089760532594	0	0.663993041698903	0.295411934119549	NA	NA	0.64641170229782	0	NA	NA	NA	NA	NA	0.570226334420355	4.20384899925004e-64	0.832948265711216	0.931827570531558	0.49111563822688	0.837102149726259
LAML	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LGG	0.622302651162883	0.282894766472253	0.00193887227338951	0.187447656861402	0.629245636598513	0.0107892315343181	0.000806426984254631	0.000242238984752782	0.333717284216498	0.102449022888876	0.628218985909696	0.168993952993398	0.48729942182644	0.236397964107332	0.247457884848253	0.51840571997472	0.0512885434943528	0.171909135500312	0.891473246736248	0.215566437533036	0.64004961541244	0.552273186650952	0.702118028104087	0.691937838480931	0.279751969769679	0.0894215334306349	0.0314882082977056	0.966738739604329	0.326036202516211	0.462315169076079	0.990356011733151	0.730799851282822	0.312775768220424	0	0.190093522750697	NA	0.940167647047798	NA	0.904741413580188	0	NA	NA	NA	NA	NA	0.759108569693055	1.90985054971693e-46	0.497481647262342	0.582606097522945	0.928537972323004	0.656915489261249
LIHC	0.075816009789786	0.317014844523227	0.0751634089416434	0.430547372846412	0.0973488178275282	0.766771707410362	0.12878505537315	0.133268954863031	0.00148389360683281	0.366357382022321	0.351932407032313	0.10742306476345	0.313646954681404	0.801823715733383	0.630469026835429	0.860457071481178	0.337334900358038	0.324209033804344	0.411994472791123	0.325700524473293	0.197635192688767	0.638353933444585	0.392286927257124	0.241982436613733	0.974554244303404	0.334931953476658	0.963012456488602	0.702993095489665	0.67526047236783	0.0517842867223686	0.360917647497345	0.874208624782665	0.734060550926377	0	0.0226849098784182	0.729299156098995	0.2729024256731	0.86464249644652	0.756131186738137	0	NA	NA	NA	NA	NA	0.0874749817535833	7.8852635672746e-58	0.367403365311599	0.456680120986991	0.517769052879763	0.450375217987696
LUAD	0.234611734553865	0.00106740316730971	1.29762189573534e-07	6.98162759885233e-11	0.00682749404118873	0.10582462748098	1.96839336433057e-17	9.969444423595e-06	1.20028346690578e-26	0.0113074854458167	0.309070692508625	0.04282591817262	0.000811416444618647	0.265407137861779	0.139246108507879	4.04588320631058e-06	0.190214011136207	0.0475956913798262	0.000266262447396089	0.00314026835015571	0.787888083532902	0.858119839603294	0.371623941975957	0.0292270631286263	0.0121854156875138	4.45716487668019e-06	0.63598211752557	1.277345609465e-07	0.0101296215638052	0.00881042405691779	0.0101847724245584	0.0640023095170701	0.307550899514582	0	0.185958132260437	0.791964276248046	NA	NA	NA	0	NA	NA	NA	NA	NA	0.223552440463591	6.45542111876021e-160	0.136318396333132	0.174237661775846	0.297024780526502	0.236750033131079
LUSC	0.181907970809896	0.173962733610141	0.776505317997689	0.0973503786372719	0.00196335324944727	0.214178166929082	0.0015787909996687	0.0030953888616832	4.96688871444052e-08	0.0932748323655933	0.673081649328027	0.334887700606366	0.0015728953517773	0.51210080851249	0.132549017002106	0.0315976319056077	0.708591685779937	0.948876230970927	0.118247914275982	0.594376156874111	0.923625123809449	0.14544551255893	0.395448147173837	0.698365370147804	0.00334949521087311	0.00833295085088961	0.524206211345279	0.0110873099723315	0.0040464821553666	0.962873792435882	0.630027128288288	0.167201269530855	0.189478929487444	0	0.517273812228821	0.441221888348624	NA	NA	0.757810743101194	0	NA	NA	NA	NA	NA	0.215584543632901	4.95924181666691e-106	0.730999476432985	0.970644013057363	0.808616198452253	0.871235772708413
OV	0.247191210594751	0.00965940046110904	0.0310565044883357	0.719411973957458	0.467487028018243	2.24627407024846e-05	0.136716889383489	0.529637658248233	2.81749322184484e-06	0.968580965898205	0.190652396991945	0.358667575280147	0.874463928149347	0.66421052388097	0.236419267907655	0.12080558279188	0.221718705678311	0.586198261793017	0.304552322607169	0.469802619739569	0.708379573081447	0.343401782058617	0.968568227627349	0.281441162051905	0.589356878584815	0.588866472397693	0.241890146735669	0.881225383034214	0.378802196383192	0.576384364317609	0.272494723966219	0.660904324735032	0.0293730290325783	0	0.226708495650576	NA	NA	NA	0.951444096010058	0	NA	NA	NA	0.14574500449689	NA	0.269699197976671	4.35694092444802e-129	0.547736815228169	0.198000956677264	0.314675555048055	0.851727926677356
PRAD	0.732353044288084	0.532701758812691	2.90932412979534e-06	9.50058936894675e-05	0.881008435203225	0.568246102832731	1.73544421067871e-05	0.768675463746482	0.166633589669955	0.61468100155523	0.643985655902035	0.959260292712553	0.65073100885851	0.927511077071183	0.818622167342109	0.93570748495581	0.324479689333356	0.852459249903803	0.275265466055215	0.624976588136315	0.305709637730717	0.419445804905914	0.662856181516811	0.1338298714087	1.18583146569002e-30	0.0115336049873373	NA	0.00431089219618223	0.100364144844767	0.99322792458567	0.0599096387594334	0.907569893785146	0.00504934657970706	0	0.888303031987395	0.857478149133011	NA	NA	0.726742421900576	0	NA	NA	NA	NA	NA	0.0381201170285195	6.13490043694904e-58	0.540000674237728	0.61705568110347	0.71057132054768	0.885688562776589
READ	0.804010246764327	0.921584359092723	0.166993431583641	0.183219809903365	0.657302789293853	0.891959808962269	0.0570679349100824	6.702573704976e-05	0.00798383868804604	0.152627615991507	0.627128661385527	0.228443931101961	0.534099238561262	0.406967955653386	0.490905273008393	0.000704692872414849	0.628920461055144	0.0631908551546457	0.336631608888246	0.556604582056203	0.934543284614481	0.765068135951502	0.583411741678527	0.422165825735231	0.322415070973423	0.691257227154904	0.42578372883496	0.679876444020853	0.579071732016933	0.0326946360809531	0.579889840650105	0.496336687508179	2.80251687507184e-05	0	0.797377401064167	0.804800642621707	NA	NA	0.911533300399818	0	NA	NA	NA	NA	NA	0.655148461510279	7.94484179675538e-29	0.296361637952422	0.501868791905384	0.700180960500986	0.0850008258122812
SKCM	0.489064316537092	0.778335534320783	0.0008708051319807	0.799500817690049	0.246307439838402	0.0923719258256791	4.72722431410806e-05	0.891104243774511	0.175423928565944	0.234317761461489	0.410231164351411	0.494338709048946	0.975443257708329	0.820103545909651	0.955671758938897	1.19219241469174e-05	0.0667629154133002	0.711543020528884	0.0161148808434357	0.659264982539115	0.489761354291156	0.820518776792664	0.0761308836747436	0.755739492430933	0.182332598295818	0.918216309343856	0.195322792049896	0.171844965220632	0.00118107478141225	0.710877155948644	0.922299900002085	0.303331451786497	0.023621871289515	0	0.135486076809261	0.020881328168765	NA	NA	6.32998592808838e-20	0	NA	NA	NA	NA	NA	0.733412362945273	5.09461330117879e-29	0.173163394657957	0.103647927801103	0.10946640996174	0.836496525519609
STAD	0.257832297145871	0.963906149762525	0.503184864995423	5.49190141731438e-14	0.00853201477369074	5.87539462060182e-09	6.29661166505116e-15	8.00058899662806e-09	2.78497381882119e-09	0.0228296902362673	0.00121950439169126	0.231780386861609	0.0551428754592915	0.62168163837203	0.833701890366061	6.42097433415453e-06	0.542272955465252	0.0143114280999427	1.55532310451322e-05	0.118453685815869	0.862394822132549	0.207328900689099	0.150179672783046	0.00528486899116361	9.54574531451984e-08	0.0446700636646319	0.769346831557826	0.00871030405043882	0.00608633004254687	0.623219734292465	0.657780387987502	0.346876840693641	0.114346713013855	0	0.314855360836005	0.166951855630771	NA	NA	0.712701307200652	0	NA	NA	NA	NA	NA	0.941846316284827	1.72251373064188e-44	0.834438500038762	0.0831680853110374	0.268226413640534	0.249773738313993
THCA	0.990995840777128	0.338451522784495	0.484304616168034	0.687619640649199	0.364216849662737	0.339850293792817	0.035582895996003	0.235516536828227	0.0556604494285935	0.706583291449574	0.605468409000367	0.0651182056097724	0.945911824314833	0.568324858207123	0.265346607672152	0.911422402823531	0.953617046444636	0.824628276092557	0.576159808729751	0.148962668579188	0.310364982953802	0.0423445361822667	0.710746671509557	0.0128153976711622	0.110757366183157	0.0336421969200551	0.638301270172712	0.110680748920387	0.186851224919883	0.766577803022239	0.803907669027229	0.219843212092781	NA	0	0.427821369544128	NA	0.158449803435853	NA	NA	0	NA	NA	NA	NA	NA	0.897307886774937	1.58107741448204e-130	0.151811082520396	0.165322519169417	0.0651986986971365	0.72738658358833
UCEC	0.0268639897779506	0.165339164443059	0.56207432587613	0.0414946593425357	0.00297993177228699	1.17982936735252e-10	0.000220550885847041	1.30552257388921e-17	3.37064954195249e-15	6.42698019976625e-05	0.643338889561562	0.000252689395425528	0.916008912121844	0.518447190904513	0.0184621266379359	1.68647538911508e-11	0.0208282162061269	0.0436753164396159	4.78042585951335e-07	0.0446315357439809	0.224307195965639	0.091719393043052	0.658921911289789	0.958985001003034	2.13459560676204e-06	0.00133217384213931	0.066764393968241	2.36547260625625e-13	1.33039756046095e-18	0.101917095984941	0.29239831248187	1.36366984937341e-06	0.654787233177393	0	3.27988827501137e-07	0.6254431220263	NA	NA	0.784866625393188	0	NA	NA	NA	NA	NA	0.00167661189310435	2.85831581264201e-94	0.326692549602321	0.239249980252201	0.355302654006477	0.0151302841490194
UCS	0.234590216765641	0.491124286981848	0.746779887743457	0.071345943789831	0.906890597247936	0.556188724826201	0.573646189601299	0.00171589115957357	0.0859128198277556	0.209829630472554	0.549900479168912	0.305244482850113	0.000335213065962741	0.756595755323714	0.207782153918106	0.030229860890028	0.453494238566549	0.0541456065626413	0.364679369207622	0.72797091916681	0.895196164832377	0.0614619705601785	0.98332181258857	0.268653317146496	0.0108385400924101	0.136939424317865	0.418837065571158	5.93561657347856e-06	0.185067358034263	0.902633589293348	0.0206629122568934	0.0615312572069837	0.141223943605977	0	0.0102083670742102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
